genero,edad,peso,altura,objetivo,TMB,día,ejercicio,series,repeticiones,parte_musculo
Masculino,32,91.3,1.86,perdida de peso,2029.21,miércoles,"['Elevaciones laterales', 'Y raises', 'Sentadillas sumo', 'Saltos en caja']","[5, 3, 4, 4]","[15, 13, 20, 16]","['hombro', 'hombro', 'pierna', 'pierna']"
Femenino,24,70.1,1.71,perdida de peso,1522.96,martes,"['Chin ups', 'Dominadas supinas', 'Dominadas anchas', 'Pull ups']","[4, 5, 4, 4]","[28, 29, 26, 22]","['bicep_tricep', 'espalda', 'espalda', 'espalda']"
Masculino,54,82.5,1.85,aumento de peso,1754.05,miércoles,"['Wall handstand', 'Zancadas laterales', 'Flexiones pino']","[2, 2, 4]","[9, 10, 9]","['hombro', 'pierna', 'hombro']"
Femenino,36,45.8,1.72,aumento de peso,1235.08,sábado,"['Flexiones una mano asistidas', 'Dominadas comando', 'Dominadas supinas', 'Chin ups']","[4, 5, 4, 5]","[13, 18, 13, 17]","['pecho', 'espalda', 'espalda', 'espalda']"
Masculino,27,71.4,1.69,perdida de peso,1705.58,jueves,"['Flexiones inclinadas', 'Flexiones wide grip', 'Flexiones explosivas', 'Pike push ups']","[3, 5, 4, 3]","[22, 25, 13, 17]","['pecho', 'pecho', 'pecho', 'bicep_tricep']"
Femenino,23,74.3,1.57,perdida de peso,1542.78,lunes,"['Flexiones una mano asistidas', 'Flexiones una mano asistidas', 'Wall handstand']","[2, 2, 4]","[13, 19, 12]","['pecho', 'pecho', 'hombro']"
Masculino,35,63.9,1.66,aumento de peso,1533.43,jueves,"['Pseudo planche', 'Dips en paralelas', 'Flexiones explosivas', 'Flexiones wide grip']","[5, 5, 3, 5]","[18, 11, 10, 13]","['bicep_tricep', 'pecho', 'pecho', 'pecho']"
Femenino,18,65.7,1.69,aumento de peso,1505.32,lunes,"['Hollow body hold', 'Handstand push ups', 'Dips en silla', 'Flexiones declinadas']","[4, 6, 6, 6]","[12, 12, 15, 18]","['hombro', 'bicep_tricep', 'bicep_tricep', 'pecho']"
Masculino,40,76.3,1.86,perdida de peso,1769.31,viernes,"['Superman', 'Remo archer', 'Dominadas comando', 'Dominadas anchas']","[4, 4, 3, 3]","[20, 15, 18, 18]","['espalda', 'espalda', 'espalda', 'espalda']"
Femenino,53,69.4,1.7,perdida de peso,1378.14,sábado,"['Dominadas neutras', 'Pull ups', 'Flexiones normales']","[4, 2, 4]","[18, 18, 11]","['espalda', 'espalda', 'pecho']"
Masculino,32,83.8,1.79,aumento de peso,1891.46,martes,"['Flexiones tricep', 'Remo invertido', 'Flexiones close grip', 'Flexiones tricep']","[4, 5, 4, 4]","[14, 10, 12, 13]","['bicep_tricep', 'espalda', 'bicep_tricep', 'bicep_tricep']"
Femenino,32,50.4,1.62,aumento de peso,1280.04,lunes,"['Pike push ups', 'Dips entre bancos', 'Chin ups', 'Pike push ups']","[3, 3, 4, 5]","[10, 17, 18, 16]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,27,71.1,1.65,perdida de peso,1681.47,jueves,"['Flexiones pike', 'Flexiones diamante', 'Dips entre bancos', 'Chin ups']","[3, 5, 4, 4]","[18, 19, 22, 15]","['pecho', 'pecho', 'bicep_tricep', 'bicep_tricep']"
Femenino,46,50.2,1.67,perdida de peso,1221.32,viernes,"['Dominadas comando', 'Remo archer', 'Flexiones pike']","[2, 2, 2]","[19, 18, 16]","['espalda', 'espalda', 'hombro']"
Masculino,19,75.7,1.82,aumento de peso,1883.89,lunes,"['Pike push ups', 'Flexiones hindu', 'Flexiones diamante', 'Flexiones diamante']","[4, 5, 5, 4]","[17, 18, 17, 14]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Femenino,42,51.5,1.63,aumento de peso,1245.4,miércoles,"['Sentadillas sumo', 'Flexiones pike', 'Shrugs calisténicos', 'Elevación de talones']","[5, 4, 4, 3]","[17, 11, 12, 15]","['pierna', 'hombro', 'hombro', 'pierna']"
Masculino,33,68.0,1.88,perdida de peso,1713.2,lunes,"['Flexiones pike', 'Handstand push ups', 'Flexiones inclinadas', 'Flexiones hindu']","[5, 4, 5, 3]","[20, 23, 23, 15]","['pecho', 'hombro', 'pecho', 'pecho']"
Femenino,49,66.8,1.65,perdida de peso,1362.98,jueves,"['Flexiones hindu', 'Flexiones hindu', 'Flexiones wide grip']","[3, 3, 3]","[17, 17, 14]","['pecho', 'bicep_tricep', 'pecho']"
Masculino,52,68.6,1.78,aumento de peso,1542.22,miércoles,"['Zancadas laterales', 'Hollow body hold', 'Flexiones pino']","[3, 2, 3]","[8, 14, 9]","['pierna', 'hombro', 'hombro']"
Femenino,34,61.8,1.74,aumento de peso,1401.68,martes,"['Dominadas anchas', 'Dips entre bancos', 'Superman', 'Handstand push ups']","[5, 5, 5, 6]","[14, 16, 16, 16]","['espalda', 'bicep_tricep', 'espalda', 'bicep_tricep']"
Masculino,47,61.6,1.77,perdida de peso,1475.32,viernes,"['Remo invertido', 'Plancha lateral', 'Dominadas comando']","[4, 3, 2]","[18, 16, 19]","['espalda', 'hombro', 'espalda']"
Femenino,22,56.3,1.65,perdida de peso,1389.08,martes,"['Flexiones hindu', 'Flexiones close grip', 'Chin ups', 'Dips en silla']","[3, 5, 3, 3]","[24, 16, 18, 14]","['bicep_tricep', 'bicep_tricep', 'espalda', 'bicep_tricep']"
Masculino,24,93.3,1.89,aumento de peso,2126.01,sábado,"['Pull ups', 'Dominadas pronadas', 'Flexiones wide grip', 'Remo invertido']","[3, 3, 3, 5]","[14, 11, 11, 15]","['espalda', 'espalda', 'pecho', 'espalda']"
Femenino,18,57.3,1.66,aumento de peso,1419.28,jueves,"['Flexiones explosivas', 'Flexiones close grip', 'Dips entre bancos', 'Flexiones hindu']","[5, 6, 5, 4]","[18, 13, 17, 18]","['pecho', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,51,94.5,1.74,perdida de peso,1883.85,martes,"['Flexiones hindu', 'Superman', 'Pull ups']","[3, 4, 3]","[18, 15, 14]","['bicep_tricep', 'espalda', 'espalda']"
Femenino,44,60.3,1.66,perdida de peso,1325.88,lunes,"['Dips en silla', 'T raises', 'Chin ups', 'Wall handstand']","[5, 3, 5, 4]","[17, 25, 15, 15]","['bicep_tricep', 'hombro', 'bicep_tricep', 'hombro']"
Masculino,24,74.4,1.79,aumento de peso,1817.08,martes,"['Handstand push ups', 'Chin ups', 'Flexiones close grip', 'Dominadas pronadas']","[4, 5, 5, 5]","[17, 16, 17, 12]","['bicep_tricep', 'espalda', 'bicep_tricep', 'espalda']"
Femenino,39,54.0,1.68,aumento de peso,1292.5,martes,"['Dominadas supinas', 'Dominadas neutras', 'Superman', 'Pike push ups']","[4, 3, 3, 3]","[17, 13, 13, 13]","['bicep_tricep', 'espalda', 'espalda', 'bicep_tricep']"
Masculino,29,65.8,1.85,perdida de peso,1695.26,lunes,"['Handstand push ups', 'Shrugs calisténicos', 'Handstand push ups', 'T raises']","[3, 5, 5, 4]","[21, 24, 18, 14]","['bicep_tricep', 'hombro', 'hombro', 'hombro']"
Femenino,43,75.0,1.67,perdida de peso,1473.5,jueves,"['Flexiones pike', 'Flexiones hindu', 'Flexiones tricep', 'Flexiones pike']","[3, 3, 4, 4]","[23, 19, 20, 16]","['pecho', 'bicep_tricep', 'bicep_tricep', 'pecho']"
Masculino,22,86.8,1.69,aumento de peso,1950.56,sábado,"['Chin ups', 'Remo con toalla', 'Wall sit']","[2, 4, 3]","[9, 12, 13]","['espalda', 'espalda', 'pierna']"
Femenino,41,55.6,1.71,aumento de peso,1303.86,sábado,"['Dominadas supinas', 'Dominadas neutras', 'Elevación de talones', 'Flexiones normales']","[4, 4, 5, 5]","[10, 15, 16, 10]","['espalda', 'espalda', 'pierna', 'pecho']"
Masculino,39,94.1,1.65,perdida de peso,1914.97,jueves,"['Dominadas supinas', 'Dips en paralelas', 'Pseudo planche']","[4, 3, 4]","[15, 14, 16]","['bicep_tricep', 'pecho', 'bicep_tricep']"
Femenino,30,55.6,1.74,perdida de peso,1360.96,viernes,"['Superman', 'Dominadas anchas', 'Handstand push ups', 'Plancha lateral']","[4, 5, 3, 4]","[20, 25, 15, 21]","['espalda', 'espalda', 'hombro', 'hombro']"
Masculino,34,73.3,1.82,aumento de peso,1749.01,lunes,"['Handstand hold', 'Dips en silla', 'Flexiones pike', 'Shrugs calisténicos']","[3, 4, 3, 3]","[15, 18, 16, 14]","['hombro', 'bicep_tricep', 'hombro', 'hombro']"
Femenino,43,57.1,1.56,aumento de peso,1281.86,miércoles,"['Sentadillas pistol', 'Flexiones pike', 'Sentadillas búlgaras', 'Wall handstand']","[3, 3, 3, 5]","[12, 10, 10, 11]","['pierna', 'hombro', 'pierna', 'hombro']"
Masculino,46,67.3,1.84,perdida de peso,1595.21,jueves,"['Pike push ups', 'Chin ups', 'Flexiones pino asistidas']","[3, 2, 4]","[18, 11, 19]","['bicep_tricep', 'bicep_tricep', 'pecho']"
Femenino,35,46.9,1.72,perdida de peso,1250.34,sábado,"['Saltos en caja', 'Remo archer', 'Sentadillas sumo', 'Dominadas pronadas']","[5, 3, 3, 3]","[23, 14, 19, 19]","['pierna', 'espalda', 'pierna', 'espalda']"
Masculino,32,83.3,1.78,aumento de peso,1879.61,martes,"['Flexiones hindu', 'Dominadas anchas', 'Handstand push ups', 'Flexiones diamante']","[5, 3, 3, 4]","[17, 16, 17, 11]","['bicep_tricep', 'espalda', 'bicep_tricep', 'bicep_tricep']"
Femenino,32,51.6,1.74,aumento de peso,1313.16,sábado,"['Sentadillas búlgaras', 'Flexiones diamante', 'Remo archer', 'Dominadas neutras']","[5, 3, 4, 4]","[14, 17, 17, 12]","['pierna', 'pecho', 'espalda', 'espalda']"
Masculino,32,94.6,1.74,perdida de peso,2014.42,viernes,"['Muscle ups', 'Handstand hold', 'Dominadas supinas']","[3, 3, 3]","[13, 18, 19]","['espalda', 'hombro', 'espalda']"
Femenino,46,56.2,1.56,perdida de peso,1259.12,martes,"['Flexiones tricep', 'Dips entre bancos', 'Flexiones close grip']","[4, 4, 2]","[13, 15, 14]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,42,61.6,1.75,aumento de peso,1499.32,jueves,"['Flexiones pike', 'Flexiones declinadas', 'Flexiones tricep']","[2, 4, 3]","[14, 11, 10]","['pecho', 'pecho', 'bicep_tricep']"
Femenino,29,66.5,1.69,aumento de peso,1461.3,jueves,"['Flexiones hindu', 'Pike push ups', 'Dips en paralelas', 'Flexiones hindu']","[6, 5, 5, 5]","[15, 13, 17, 17]","['bicep_tricep', 'bicep_tricep', 'pecho', 'bicep_tricep']"
Masculino,34,64.9,1.88,perdida de peso,1663.93,miércoles,"['Handstand hold', 'Sentadillas búlgaras', 'Sentadillas pistol', 'Pike push ups']","[5, 3, 4, 4]","[21, 16, 19, 20]","['hombro', 'pierna', 'pierna', 'hombro']"
Femenino,21,61.8,1.7,perdida de peso,1455.58,lunes,"['Shrugs calisténicos', 'Dips en silla', 'Flexiones close grip', 'Chin ups']","[5, 6, 4, 4]","[23, 16, 24, 22]","['hombro', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,48,73.8,1.65,aumento de peso,1575.66,martes,"['Dominadas supinas', 'Chin ups', 'Remo invertido']","[2, 3, 4]","[8, 14, 9]","['espalda', 'espalda', 'espalda']"
Femenino,28,62.9,1.63,aumento de peso,1420.64,jueves,"['Flexiones declinadas', 'Flexiones archer', 'Dips en paralelas', 'Flexiones wide grip']","[6, 6, 4, 5]","[17, 15, 18, 17]","['pecho', 'pecho', 'pecho', 'pecho']"
Masculino,36,86.0,1.8,perdida de peso,1899.4,viernes,"['Shrugs calisténicos', 'Dominadas neutras', 'Dominadas comando', 'Chin ups']","[5, 3, 5, 3]","[18, 13, 21, 25]","['hombro', 'espalda', 'espalda', 'espalda']"
Femenino,32,64.9,1.69,perdida de peso,1431.84,viernes,"['Handstand push ups', 'Plancha lateral', 'Superman', 'Dominadas pronadas']","[6, 5, 6, 4]","[28, 19, 21, 19]","['hombro', 'hombro', 'espalda', 'espalda']"
Masculino,49,86.9,1.72,aumento de peso,1783.33,sábado,"['Muscle ups', 'Zancadas laterales', 'Flexiones diamante']","[4, 2, 4]","[9, 13, 8]","['espalda', 'pierna', 'pecho']"
Femenino,19,69.5,1.73,aumento de peso,1544.3,martes,"['Chin ups', 'Muscle ups', 'Dominadas neutras', 'Dominadas neutras']","[6, 5, 6, 6]","[12, 12, 16, 17]","['espalda', 'espalda', 'espalda', 'espalda']"
Masculino,38,83.3,1.68,perdida de peso,1788.81,miércoles,"['Plancha lateral', 'Saltos en caja', 'Handstand hold']","[3, 3, 4]","[13, 17, 11]","['hombro', 'pierna', 'hombro']"
Femenino,34,60.6,1.56,perdida de peso,1357.76,lunes,"['Dips entre bancos', 'Plancha lateral', 'Flexiones una mano asistidas', 'Y raises']","[4, 5, 3, 5]","[25, 20, 22, 13]","['bicep_tricep', 'hombro', 'pecho', 'hombro']"
Masculino,36,77.1,1.85,aumento de peso,1802.47,lunes,"['Dips entre bancos', 'Flexiones pike', 'Handstand push ups', 'T raises']","[3, 3, 3, 4]","[15, 18, 13, 11]","['bicep_tricep', 'hombro', 'hombro', 'hombro']"
Femenino,37,64.9,1.58,aumento de peso,1388.54,lunes,"['Dips en paralelas', 'Handstand push ups', 'Flexiones close grip', 'Flexiones pike']","[4, 4, 5, 3]","[10, 17, 15, 16]","['pecho', 'bicep_tricep', 'bicep_tricep', 'hombro']"
Masculino,32,77.5,1.84,perdida de peso,1830.15,martes,"['Handstand push ups', 'Superman', 'Dominadas anchas', 'Flexiones diamante']","[5, 6, 6, 6]","[27, 28, 19, 29]","['bicep_tricep', 'espalda', 'espalda', 'bicep_tricep']"
Femenino,41,46.0,1.66,perdida de peso,1202.7,miércoles,"['T raises', 'Handstand push ups', 'Flexiones pike', 'Zancadas laterales']","[5, 3, 3, 5]","[23, 25, 20, 23]","['hombro', 'hombro', 'hombro', 'pierna']"
Masculino,18,94.1,1.76,aumento de peso,2112.77,lunes,"['Flexiones tricep', 'Pike push ups', 'Chin ups']","[3, 2, 2]","[15, 9, 10]","['bicep_tricep', 'hombro', 'bicep_tricep']"
Femenino,35,69.2,1.7,aumento de peso,1460.82,martes,"['Flexiones close grip', 'Dominadas anchas', 'Dominadas neutras', 'Flexiones hindu']","[5, 4, 3, 4]","[11, 16, 11, 18]","['bicep_tricep', 'espalda', 'espalda', 'bicep_tricep']"
Masculino,23,94.9,1.68,perdida de peso,2049.73,sábado,"['Zancadas laterales', 'Muscle ups', 'Remo invertido']","[4, 3, 2]","[15, 16, 12]","['pierna', 'espalda', 'espalda']"
Femenino,52,72.6,1.59,perdida de peso,1393.76,sábado,"['Sentadillas salto', 'Dominadas neutras', 'Flexiones pike']","[2, 4, 2]","[18, 20, 18]","['pierna', 'espalda', 'pecho']"
Masculino,55,93.4,1.79,aumento de peso,1866.58,jueves,"['Flexiones pino asistidas', 'Dips en paralelas', 'Flexiones archer']","[4, 4, 2]","[13, 13, 15]","['pecho', 'bicep_tricep', 'pecho']"
Femenino,22,47.3,1.56,aumento de peso,1286.48,martes,"['Handstand push ups', 'Flexiones tricep', 'Remo con toalla', 'Flexiones close grip']","[4, 3, 3, 4]","[12, 10, 10, 18]","['bicep_tricep', 'bicep_tricep', 'espalda', 'bicep_tricep']"
Masculino,51,74.6,1.8,perdida de peso,1641.22,lunes,"['Flexiones wide grip', 'Flexiones una mano asistidas', 'Flexiones normales']","[4, 4, 2]","[15, 13, 11]","['pecho', 'pecho', 'pecho']"
Femenino,48,48.5,1.75,perdida de peso,1210.0,viernes,"['Remo invertido', 'Dominadas supinas', 'Dominadas anchas']","[3, 2, 2]","[13, 20, 19]","['espalda', 'espalda', 'espalda']"
Masculino,52,86.3,1.82,aumento de peso,1804.71,sábado,"['Flexiones pike', 'Zancadas', 'Sentadillas']","[4, 2, 2]","[8, 8, 11]","['pecho', 'pierna', 'pierna']"
Femenino,49,54.4,1.66,aumento de peso,1245.74,martes,"['Flexiones hindu', 'Flexiones close grip', 'Remo invertido']","[2, 4, 2]","[15, 11, 12]","['bicep_tricep', 'bicep_tricep', 'espalda']"
Masculino,19,90.4,1.73,perdida de peso,2040.28,sábado,"['Flexiones explosivas', 'Dominadas supinas', 'Muscle ups']","[2, 3, 2]","[19, 19, 17]","['pecho', 'espalda', 'espalda']"
Femenino,28,55.9,1.58,perdida de peso,1344.44,jueves,"['Flexiones una mano asistidas', 'Dips en silla', 'Dominadas supinas', 'Flexiones una mano asistidas']","[5, 4, 3, 4]","[19, 22, 13, 16]","['pecho', 'bicep_tricep', 'bicep_tricep', 'pecho']"
Masculino,24,70.2,1.83,aumento de peso,1779.54,viernes,"['Dominadas anchas', 'Pull ups', 'Elevaciones laterales', 'Pull ups']","[3, 3, 4, 3]","[15, 12, 14, 16]","['espalda', 'espalda', 'hombro', 'espalda']"
Femenino,30,51.5,1.68,aumento de peso,1310.8,sábado,"['Elevación de talones', 'Sentadillas', 'Muscle ups', 'Dominadas anchas']","[3, 4, 5, 4]","[18, 10, 12, 10]","['pierna', 'pierna', 'espalda', 'espalda']"
Masculino,41,93.8,1.79,perdida de peso,1967.26,viernes,"['Handstand push ups', 'Dominadas comando', 'T raises']","[3, 2, 2]","[12, 15, 18]","['hombro', 'espalda', 'hombro']"
Femenino,20,55.0,1.75,perdida de peso,1404.0,jueves,"['Flexiones hindu', 'Dips en silla', 'Dips entre bancos', 'Flexiones close grip']","[5, 5, 5, 5]","[30, 23, 29, 20]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,51,71.4,1.9,aumento de peso,1647.38,martes,"['Pseudo planche', 'Muscle ups', 'Dips entre bancos']","[2, 4, 4]","[14, 15, 14]","['bicep_tricep', 'espalda', 'bicep_tricep']"
Femenino,55,53.1,1.56,aumento de peso,1187.06,martes,"['Remo invertido', 'Remo archer', 'Dominadas comando']","[4, 3, 2]","[12, 10, 9]","['espalda', 'espalda', 'espalda']"
Masculino,25,88.5,1.83,perdida de peso,2023.45,viernes,"['Plancha lateral', 'Pike push ups', 'Hollow body hold', 'Remo con toalla']","[4, 4, 3, 3]","[15, 19, 22, 18]","['hombro', 'hombro', 'hombro', 'espalda']"
Femenino,53,72.8,1.59,perdida de peso,1390.98,lunes,"['Dips en silla', 'Flexiones inclinadas', 'Pike push ups']","[4, 3, 2]","[12, 19, 12]","['bicep_tricep', 'pecho', 'bicep_tricep']"
Masculino,43,94.9,1.68,aumento de peso,1913.73,miércoles,"['Sentadillas búlgaras', 'Sentadillas pistol', 'Flexiones pino']","[2, 2, 2]","[9, 10, 12]","['pierna', 'pierna', 'hombro']"
Femenino,37,64.8,1.69,aumento de peso,1407.38,viernes,"['Pike push ups', 'Plancha lateral', 'Dominadas supinas', 'Handstand hold']","[5, 4, 4, 5]","[15, 11, 18, 13]","['hombro', 'hombro', 'espalda', 'hombro']"
Masculino,30,93.1,1.67,perdida de peso,1972.47,martes,"['Flexiones close grip', 'Dips entre bancos', 'Dips entre bancos']","[4, 3, 2]","[20, 11, 19]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Femenino,55,51.9,1.74,perdida de peso,1207.94,viernes,"['Remo con toalla', 'T raises', 'Dominadas supinas']","[2, 4, 4]","[14, 18, 19]","['espalda', 'hombro', 'espalda']"
Masculino,41,94.6,1.83,aumento de peso,1998.22,lunes,"['Flexiones archer', 'Shrugs calisténicos', 'Flexiones una mano asistidas']","[3, 4, 4]","[13, 10, 9]","['pecho', 'hombro', 'pecho']"
Femenino,46,54.9,1.65,aumento de peso,1262.84,lunes,"['Flexiones explosivas', 'Handstand hold', 'Handstand hold']","[3, 2, 2]","[12, 15, 8]","['pecho', 'hombro', 'hombro']"
Masculino,28,71.4,1.65,perdida de peso,1678.78,viernes,"['T raises', 'Handstand push ups', 'Shrugs calisténicos', 'Remo archer']","[4, 4, 3, 4]","[13, 24, 23, 14]","['hombro', 'hombro', 'hombro', 'espalda']"
Femenino,23,45.9,1.65,perdida de peso,1284.54,viernes,"['Pull ups', 'Remo con toalla', 'Elevaciones laterales', 'Dominadas supinas']","[5, 3, 3, 3]","[16, 23, 18, 13]","['espalda', 'espalda', 'hombro', 'espalda']"
Masculino,34,75.1,1.78,aumento de peso,1753.67,sábado,"['Flexiones declinadas', 'Muscle ups', 'Remo archer', 'Zancadas']","[4, 4, 5, 5]","[11, 10, 18, 18]","['pecho', 'espalda', 'espalda', 'pierna']"
Femenino,19,71.7,1.7,aumento de peso,1560.02,viernes,"['Remo invertido', 'Dominadas anchas', 'Pull ups', 'T raises']","[6, 4, 6, 6]","[16, 14, 18, 12]","['espalda', 'espalda', 'espalda', 'hombro']"
Masculino,31,75.7,1.81,perdida de peso,1797.29,viernes,"['Superman', 'Muscle ups', 'Dominadas pronadas', 'Remo archer']","[4, 4, 3, 5]","[21, 13, 25, 21]","['espalda', 'espalda', 'espalda', 'espalda']"
Femenino,46,70.7,1.57,perdida de peso,1400.12,jueves,"['Handstand push ups', 'Chin ups', 'Flexiones pino asistidas']","[4, 2, 2]","[12, 13, 18]","['bicep_tricep', 'bicep_tricep', 'pecho']"
Masculino,34,93.0,1.78,aumento de peso,1998.9,viernes,"['Hollow body hold', 'Chin ups', 'Remo con toalla']","[2, 3, 3]","[14, 14, 10]","['hombro', 'espalda', 'espalda']"
Femenino,23,64.9,1.62,aumento de peso,1461.54,jueves,"['Flexiones diamante', 'Flexiones hindu', 'Dips entre bancos', 'Pike push ups']","[4, 4, 5, 6]","[18, 14, 12, 13]","['bicep_tricep', 'pecho', 'bicep_tricep', 'bicep_tricep']"
Masculino,24,74.3,1.77,perdida de peso,1805.71,lunes,"['Dips entre bancos', 'Flexiones close grip', 'Flexiones hindu', 'Flexiones pike']","[4, 6, 5, 4]","[30, 15, 17, 27]","['bicep_tricep', 'bicep_tricep', 'pecho', 'pecho']"
Femenino,41,50.6,1.65,perdida de peso,1245.06,martes,"['Dominadas supinas', 'Flexiones tricep', 'Flexiones hindu', 'Dominadas supinas']","[3, 4, 5, 5]","[20, 16, 15, 16]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,26,83.4,1.73,aumento de peso,1896.78,lunes,"['Dominadas supinas', 'Flexiones pino asistidas', 'Flexiones pino', 'Pike push ups']","[4, 5, 3, 5]","[17, 15, 12, 11]","['bicep_tricep', 'pecho', 'hombro', 'hombro']"
Femenino,32,68.2,1.63,aumento de peso,1452.72,lunes,"['Wall handstand', 'Shrugs calisténicos', 'Y raises', 'Flexiones hindu']","[4, 4, 4, 4]","[18, 14, 10, 10]","['hombro', 'hombro', 'hombro', 'pecho']"
Masculino,46,80.1,1.82,perdida de peso,1760.57,jueves,"['Dips entre bancos', 'Flexiones hindu', 'Dips en silla']","[2, 3, 4]","[18, 20, 13]","['bicep_tricep', 'pecho', 'bicep_tricep']"
Femenino,31,49.8,1.63,perdida de peso,1280.78,sábado,"['Flexiones normales', 'Saltos en caja', 'Zancadas laterales', 'Remo con toalla']","[4, 3, 3, 4]","[21, 19, 16, 14]","['pecho', 'pierna', 'pierna', 'espalda']"
Masculino,29,80.6,1.68,aumento de peso,1813.02,miércoles,"['Zancadas laterales', 'Handstand push ups', 'Zancadas']","[3, 3, 2]","[10, 10, 13]","['pierna', 'hombro', 'pierna']"
Femenino,47,57.6,1.72,aumento de peso,1296.66,sábado,"['Wall sit', 'Flexiones archer', 'Flexiones hindu']","[3, 4, 4]","[9, 14, 13]","['pierna', 'pecho', 'pecho']"
Masculino,26,64.7,1.78,perdida de peso,1665.59,miércoles,"['Sentadillas', 'Saltos en caja', 'Y raises', 'Shrugs calisténicos']","[3, 3, 4, 5]","[19, 14, 18, 19]","['pierna', 'pierna', 'hombro', 'hombro']"
Femenino,48,47.3,1.56,perdida de peso,1164.28,miércoles,"['Hollow body hold', 'Plancha lateral', 'Sentadillas pistol']","[4, 2, 4]","[18, 12, 18]","['hombro', 'hombro', 'pierna']"
Masculino,34,83.2,1.87,aumento de peso,1909.64,viernes,"['Dominadas anchas', 'Handstand push ups', 'Dominadas comando', 'Flexiones pino']","[5, 5, 5, 6]","[13, 16, 15, 16]","['espalda', 'hombro', 'espalda', 'hombro']"
Femenino,39,70.9,1.7,aumento de peso,1458.34,viernes,"['T raises', 'Flexiones pino', 'Remo invertido', 'Chin ups']","[4, 5, 3, 4]","[17, 12, 13, 14]","['hombro', 'hombro', 'espalda', 'espalda']"
Masculino,19,87.4,1.84,perdida de peso,2054.18,lunes,"['Flexiones pike', 'Flexiones hindu', 'Shrugs calisténicos', 'Handstand push ups']","[4, 5, 4, 4]","[14, 16, 13, 18]","['hombro', 'pecho', 'hombro', 'bicep_tricep']"
Femenino,30,60.1,1.63,perdida de peso,1384.36,martes,"['Pull ups', 'Remo con toalla', 'Handstand push ups', 'Pseudo planche']","[4, 3, 4, 5]","[23, 13, 16, 21]","['espalda', 'espalda', 'bicep_tricep', 'bicep_tricep']"
Masculino,30,91.6,1.85,aumento de peso,2041.92,martes,"['Dominadas supinas', 'Dips en paralelas', 'Remo con toalla', 'Pike push ups']","[3, 5, 5, 3]","[14, 15, 12, 17]","['bicep_tricep', 'bicep_tricep', 'espalda', 'bicep_tricep']"
Femenino,20,46.6,1.55,aumento de peso,1287.36,lunes,"['Flexiones diamante', 'Handstand hold', 'Handstand push ups', 'Handstand push ups']","[5, 5, 5, 5]","[12, 14, 10, 11]","['pecho', 'hombro', 'hombro', 'bicep_tricep']"
Masculino,45,69.1,1.69,perdida de peso,1551.67,lunes,"['Flexiones pino', 'Flexiones normales', 'Flexiones tricep']","[3, 2, 2]","[20, 19, 11]","['hombro', 'pecho', 'bicep_tricep']"
Femenino,33,46.4,1.61,perdida de peso,1235.14,viernes,"['Plancha lateral', 'Flexiones pike', 'T raises', 'Flexiones pike']","[4, 5, 5, 3]","[13, 16, 25, 25]","['hombro', 'hombro', 'hombro', 'hombro']"
Masculino,18,81.5,1.89,aumento de peso,2005.15,jueves,"['Flexiones una mano asistidas', 'Flexiones una mano asistidas', 'Flexiones explosivas', 'Flexiones declinadas']","[4, 5, 5, 6]","[18, 12, 12, 12]","['pecho', 'pecho', 'pecho', 'pecho']"
Femenino,41,46.2,1.58,aumento de peso,1190.22,martes,"['Dips en silla', 'Chin ups', 'Dominadas anchas']","[2, 4, 2]","[11, 12, 15]","['bicep_tricep', 'bicep_tricep', 'espalda']"
Masculino,49,68.8,1.7,perdida de peso,1525.36,sábado,"['Dominadas neutras', 'Sentadillas salto', 'Dominadas anchas']","[2, 4, 4]","[19, 17, 15]","['espalda', 'pierna', 'espalda']"
Femenino,54,74.6,1.64,perdida de peso,1412.56,martes,"['Remo con toalla', 'Flexiones tricep', 'Dominadas supinas']","[3, 4, 2]","[18, 19, 11]","['espalda', 'bicep_tricep', 'bicep_tricep']"
Masculino,27,78.6,1.67,aumento de peso,1794.22,sábado,"['Sentadillas pistol', 'Muscle ups', 'Zancadas']","[2, 3, 4]","[10, 9, 9]","['pierna', 'espalda', 'pierna']"
Femenino,37,53.1,1.62,aumento de peso,1282.46,lunes,"['Flexiones diamante', 'Flexiones inclinadas', 'Chin ups', 'Flexiones close grip']","[3, 3, 3, 4]","[13, 13, 17, 11]","['bicep_tricep', 'pecho', 'bicep_tricep', 'bicep_tricep']"
Masculino,53,65.8,1.77,perdida de peso,1492.06,viernes,"['Dominadas anchas', 'Chin ups', 'Remo archer']","[3, 2, 4]","[16, 12, 16]","['espalda', 'espalda', 'espalda']"
